id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
13318,"343 main st","Wesleyville","Valleyfield United Church","Heather Sandford","1",,,"Services","7095362432","NL",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"A0G4R0","-53.569133","49.145143"
13319,"Gd","Sops arm","Pentecostal Church","Junior Roberts","3",,,"Services","7094822018","NL",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"A0K5K0","-56.888181","49.778648"
13320,"Lance cove rd","Bell island","Lahey's Taxi","Marguerite Lahey","1 to 4",,"F","Transportation, Communications, Electric, Gas, An","7094883812","NL","Less than $500,000","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"A0A4H0","-52.947131","47.641388"
13321,"331 main st","Burin bay arm","Music For Young Children","Rhonda Loughlin",,,,"Services","7098912382","NL",,"Educational Services","8299","Schools and educational services, nec","Owner",,,,,,,,,,,,,,,,"A0E1G0","-55.199686","47.089864"
13322,"240 main st","Wings point","Riverwood Academy","Paula Sweetapple","26","7096762382",,"Services","7096762009","NL",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"A0G4T0","-54.509650","49.309561"
13323,"Main st","St davids","Marjorie Alley Grocery","Marjorie Alley","1 to 4",,"F","Retail Trade","7096452267","NL","Less than $500,000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0N1X0","-58.815081","48.160518"
13324,"85 elizabeth dr","Gander","H & R Block",,,,,"Services",,"NL",,"Personal Services","7291","Tax return preparation services",,,,,,,,,,,,,,,,,"A1V1J9","-54.608679","48.955911"
13325,"27 brown's lane","Torbay","Mantel Man Ltd.","Vannessa Furey","3",,,"Construction","7096859831","NL","750000","Construction - Special Trade Contractors","1743","Terrazzo, tile, marble and mossaic work","Owner",,,,,,,,,,,,,,,,"A1K1J1","-52.744394","47.660689"
13326,"304 con bay hwy","Bay roberts","Sergio's","Jeff Caravan","5 to 9",,"M","Retail Trade","7097862991","NL","Less than $500,000","Eating and Drinking Places","5812","Eating places","Manager",,,,,,,,,,,,,,,,"A0A1G0","-53.268328","47.590798"
13327,,"Burin bay arm","Dennis King","Dennis King","15","7098911470",,"Retail Trade","7098912271","NL","3500000","Food Stores","5411","Grocery stores","Manager",,,,,,,,,,,,,,,,"A0E1G0","-55.199686","47.089864"
13328,"1 dunns rd","Mount pearl","Marie's Mini Mart","Susan Reid","1 to 4",,"F","Retail Trade","7093684346","NL","$500,000 to $1 million","Food Stores","5411","Grocery stores","Manager",,,,,,,,,,,,,,,,"A1N3L1","-52.784725","47.522078"
13329,"Box 28036","St johns","Studio 1986 Ltd",,,,,"Retail Trade",,"NL",,"Miscellaneous Retail","5999","Miscellaneous retail stores, nec",,,,,,,,,,,,,,,,,"A1B4J8","-52.721967","47.567283"
13330,"48 kenmount rd","St. john's","New York Fries","Karen Burt","5 to 9",,"F","Retail Trade","7097397074","NL","Less than $500,000","Eating and Drinking Places","5812","Eating places","Owner","newyorkfries.com",,,,,,,,,,,,,,,"A1B1W3","-52.751511","47.559483"
13331,"14 roberts rd","St. john's","Reddy's Welding Ltd","Shane Reddy","1 to 4",,"M","Services","7093646357","NL","Less than $500,000","Miscellaneous Repair Services","7692","Welding repair","Owner",,,,,,,,,,,,,,,,,\N,\N
13332,"1 logy bay rd","St. john's","Lakeview Chiropractic","Randy Follett","1 to 4","7095794357","M","Services","7095793335","NL","Less than $500,000","Health Services","8041","Offices and clinics of chiropractors","Owner","drfollett.com",,,,,,,,,,,,,,,"A1A1J1","-52.704049","47.581871"
13333,"3 herald ave","Corner brook","Nf Fire Mgmt.","Gerald Fleming","3",,,"Public Administration","7096372416","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"A2H4B8","-57.954754","48.951498"
13334,"6 pinsent dr","Grand falls-windsor","Munn Insurance","Walter Churchill",,"7094896416",,"Finance, Insurance, And Real Estate","7094895049","NL",,"Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Manager",,,,,,,,,,,,,,,,"A2A2R6","-55.653823","48.945864"
13335,"Conception bay hwy","Conception bay south","R & S Screen Printers","Eva Branton","1 to 4",,"F","Manufacturing","7098341359","NL","Less than $500,000","Printing, Publishing and Allied Industries","2752","Commercial printing, lithographic","Owner",,,,,,,,,,,,,,,,,\N,\N
13336,"3 church st","Corner brook","Mentz, H H Md","H Mentz","1 to 4",,"F","Services","7096342818","NL","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"A2H2Z4","-57.938281","48.950224"
13337,"88 kenmount rd","St. john's","Harvey & Co. Ltd.","Barry Roberts",,,,"Services","7097388925","NL",,"Automotive Repair, Services and Parking","7538","General automotive repair shops","Manager",,,,,,,,,,,,,,,,"A1B3R1","-52.758538","47.557699"
13338,"Dunfield","Port rexton","Anglican Church Women",,"1 to 4",,,"Services","7094642063","NL",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"A0C2H0","-53.329247","48.390422"
13339,"168 majors path","St. john's","Consolidated Continental Co","Jim Fitzgerald","1 to 4","7095768002","M","Wholesale Trade","7095766591","NL","$1 to 2.5 million","Wholesale Trade - Durable Goods","5085","Industrial supplies","Owner",,,,,,,,,,,,,,,,"A1A5A1","-52.736813","47.604357"
13340,"72 west st","Stephenville","Stephenville Primary School","Gerald Morgan","35","7096439335",,"Services","7096432331","NL",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"A2N1E3","-58.591821","48.546626"
13341,"38 manitoba dr","Clarenville","City Tire & Auto Ctr","Wade Mills",,,,"Services","7094662257","NL",,"Automotive Repair, Services and Parking","7538","General automotive repair shops","Manager",,,,,,,,,,,,,,,,"A5A1K5","-53.980683","48.165574"
13342,"446 newfoundland dr","St. john's","Advantage Signs & Graphic Design Ltd",,,,,"Transportation, Communications, Electric, Gas, An",,"NL",,"Motor Freight Transportation","4225","General warehousing and storage",,,,,,,,,,,,,,,,,"A1A4G7","-52.707821","47.601252"
13343,"465 main st","Lewisporte","Source By Circuit City","Derek Walsh",,,,"Retail Trade","7095352853","NL",,"Home Furniture, Furnishings and Equipment Stores","5731","Radio, television, and electronic stores","Owner",,,,,,,,,,,,,,,,"A0G3A0","-55.057556","49.245388"
13344,"398 water st","St. john's","Professional Apparel",,,,,"Retail Trade",,"NL",,"Apparel and Accessory Stores","5699","Miscellaneous apparel and accessory stores",,,,,,,,,,,,,,,,,"A1C1C9","-52.711865","47.558630"
13345,"18 gibson dr","Mount pearl","Rideout, Gary Md","Gary Rideout","3",,,"Services","7093643909","NL","750000","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"A1N5K8","-52.811342","47.519571"
13346,"2 masonic terrace","Clarenville","Bonavista Salvage","Dave Harnet",,,,"Public Administration","7097387209","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"A5A1N2","-53.960004","48.172405"
13347,"2 musseaus lane","Channel-port-aux-bas","Newtown Upholstery","Harry Durford","1 to 4",,"M","Services","7096952990","NL","Less than $500,000","Miscellaneous Repair Services","7641","Reupholstery and furniture repair","Owner",,,,,,,,,,,,,,,,"A0M1C0","-59.148035","47.573736"
13348,"115 mcnamara dr","Paradise","Provincial Security Svc. Ltd.","Eli Hewitt","15","7093684955",,"Services","7093682448","NL","750000","Business Services","7381","Detective and armored car services","Owner",,,,,,,,,,,,,,,,"A1L0A7","-52.872626","47.527894"
13349,"57 military rd","St. john's","Regal Capital Planners",,,,,"Finance, Insurance, And Real Estate",,"NL",,"Insurance Carriers","6371","Pension, health, and welfare funds",,,,,,,,,,,,,,,,,"A1C2C5","-52.704755","47.571438"
13350,"310 airport blvd","Gander","Uap Napa Penfords","Charlie Martin","1 to 4","7096513385","M","Retail Trade","7092564876","NL","$500,000 to $1 million","Automotive Dealers and Gasoline Service Stations","5531","Auto and home supply stores","Owner",,,,,,,,,,,,,,,,"A1V1X5","-54.601822","48.954088"
13351,"Conception bay hwy","Bay roberts","Wescal Department Store","Calvin Spencer","20 to 49","7097869369","M","Retail Trade","7097862155","NL","$5 to 10 million","General Merchandise Stores","5311","Department stores","Owner",,,,,,,,,,,,,,,,"A0A1G0","-53.268328","47.590798"
13352,"286 torbay rd #14","St. john's","Brewery Lane","William Reddy","1 to 4",,"M","Retail Trade","7097544090","NL","$500,000 to $1 million","Miscellaneous Retail","5999","Miscellaneous retail stores, nec","Owner","brewerylane.com","10:00am","8:00pm","10:00am","8:00pm","10:00am","8:00pm","10:00am","8:00pm","10:00am","8:00pm","10:00am","6:00pm","12:00pm","5:00pm","A1A4L6","-52.713356","47.601274"
13353,"24 grassey lane","Carbonear","Thoms Taxi","Allan Thoms","1 to 4",,"M","Transportation, Communications, Electric, Gas, An","7095966104","NL","Less than $500,000","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"A1Y1A7","-53.239654","47.735190"
13354,"Po box 174","Upper-isl-cv","Avalon Financial Services Ltd",,,,,"Finance, Insurance, And Real Estate",,"NL",,"Security & Commodity Brokers, Dealers, Exchanges","6282","Investment advice",,,,,,,,,,,,,,,,,"A0A4E0","-53.232127","47.638248"
13355,"368 o'connell dr","Corner brook","Air Liquide Canada","Derek Mc Kay","1 to 4",,"M","Wholesale Trade","7096394200","NL","$2.5 to 5 million","Wholesale Trade - Nondurable Goods","5169","Chemicals and allied products, nec","Manager",,,,,,,,,,,,,,,,"A2H6E3","-57.867666","48.954098"
13356,"Legion ln","Clarenville","Clarenville Lions Club","John Metcalfe","1 to 4",,"M","Services","7094663910","NL",,"Membership Organizations","8641","Civic and social associations","President",,,,,,,,,,,,,,,,"A0E1J0","-53.980723","48.165689"
13357,"91 fisher st","Port au choix","St. Theresas Elem.","Brenda Cornick","15","7098613497",,"Services","7098613232","NL",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"A0K4C0","-57.358391","50.706332"
13358,"Po box 262 stn main","Gander","Dons Auto Service 3164",,,,,"Retail Trade",,"NL",,"Automotive Dealers and Gasoline Service Stations","5541","Gasoline service stations",,,,,,,,,,,,,,,,,"A1V1W6","-54.596677","48.959102"
13359,"Loring dr","Happy valley-goose b","Remax Realty Professionals Ltd","Ray Garnier","1 to 4","7098969244","M","Finance, Insurance, And Real Estate","7098969234","NL","Less than $500,000","Real Estate","6531","Real estate agents and managers","Manager",,,,,,,,,,,,,,,,,\N,\N
13360,"26 carty pl","St. john's","Naha Minor Hockey Committee","George Fardy","1 to 4",,"M","Services","7097534838","NL",,"Membership Organizations","8611","Business associations","President",,,,,,,,,,,,,,,,"A1A1M6","-52.701753","47.582402"
13361,"38 pearson st #9871","St. john's","Professional Coffee Svc","Jodi Hutchings","1 to 4",,"F","Retail Trade","7097396503","NL","Less than $500,000","Food Stores","5499","Miscellaneous food stores","Owner",,,,,,,,,,,,,,,,"A1A3R1","-52.707371","47.595633"
13362,"33 golf ave","St. john's","Casino Taxi","Dave Basto Sr","20 to 49",,"M","Transportation, Communications, Electric, Gas, An","7095795999","NL","$2.5 to 5 million","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"A1C5C5","-52.724395","47.558557"
13363,"26 graves st","St. john's","Rabbittown Community Ctr","Pat Murray","5 to 9",,"M","Services","7097398482","NL","Less than $500,000","Amusement and Recreation Services","7997","Membership sports and recreation clubs","Manager",,,,,,,,,,,,,,,,"A1B3C5","-52.732678","47.564786"
13364,,"Clarenville","Johnson Inc",,"1 to 4",,,"Finance, Insurance, And Real Estate","7094666820","NL","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service",,,,,,,,,,,,,,,,,"A0E1J0","-53.980723","48.165689"
13365,"5 benson pl","Mount pearl","Jay Construction Ltd",,,,,"Construction",,"NL",,"Building Cnstrctn - General Contractors & Operativ","1522","Residential construction, nec",,,,,,,,,,,,,,,,,"A1N4J4","-52.821429","47.513714"
13366,"130 clyde ave","Mount pearl","Woodline Computers Ltd","Chris Collingwood","1 to 4",,"M","Services","7095762222","NL","Less than $500,000","Business Services","7379","Computer related services, nec","Owner",,,,,,,,,,,,,,,,"A1N4S3","-52.832897","47.525016"
13367,"154 pennywell rd","St. john's","Petro-Canada","Ed Ralph","1 to 4",,"M","Retail Trade","7095798633","NL","$1 to 2.5 million","Automotive Dealers and Gasoline Service Stations","5541","Gasoline service stations","Owner",,,,,,,,,,,,,,,,"A1E2L4","-52.762531","47.529340"
13368,"Gander international airp","Gander","Canada Health & Welfare",,,,,"Public Administration","7092566585","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,,\N,\N
13369,,"Eastport","Holy Cross Anglican Church","Paul Thoms","3",,,"Services","7096772504","NL",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"A0G1Z0","-53.766537","48.652196"
13370,"7 greenwood cres","Mount pearl","Kent Jb Fr. Council 6638","Pat Okese",,,,"Services","7097816638","NL",,"Social Services","8399","Social services, nec","Manager",,,,,,,,,,,,,,,,"A1N3J1","-52.781605","47.522324"
13371,,"St anthony","Newfoundland Works Svc",,,,,"Public Administration","7094543526","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"A0K4S0","-55.584753","51.366595"
13372,"Po box 113","Old perlican","Future World Computers Inc","Brian Broderick","1 to 4",,"M","Retail Trade","7095872898","NL","Less than $500,000","Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Owner",,,,,,,,,,,,,,,,"A0A3G0","-53.004613","48.083228"
13373,"215 water st","St. john's","Pricewaterhouse Coopers Inc.",,"35","7097225874",,"Finance, Insurance, And Real Estate","7096349191","NL","7500000","Holding and Other Investment Offices","6733","Trusts, nec",,,,,,,,,,,,,,,,,"A1C6C9","-52.707314","47.563623"
13374,"21 main","Buchans","Red Ochre Inn","Robert Stacey","1 to 4",,"M","Services","7096724455","NL","Less than $500,000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels","Owner",,,,,,,,,,,,,,,,"A0H1G0","-56.852615","48.821950"
13375,"87-95 west st","St. anthony","St Anthony Economic Dev. Ctr","C. Richards","15","7094544154",,"Services","7094542812","NL","3500000","Engineering, Accounting, Research, Management & R","8742","Management consulting services","Executive Directors",,,,,,,,,,,,,,,,"A0K4S0","-55.584753","51.366595"
13376,,"Bonne bay","Rock Centre","Gord Meaney","3",,,"Retail Trade","7094537272","NL","500000","Miscellaneous Retail","5945","Hobby, toy, and game shops","Owner",,,,,,,,,,,,,,,,"A0K1P0","-57.212788","50.672364"
13377,"129 lincoln rd","Grand falls-windsor","Healthquest Inc","Catherine Hart","1 to 4","7094892604","F","Retail Trade","7094892111","NL","$500,000 to $1 million","Miscellaneous Retail","5999","Miscellaneous retail stores, nec","Manager",,,,,,,,,,,,,,,,"A2A1P3","-55.657886","48.934312"
13378,"2 loop dr","Portugal cove-st phi","Ken. Hines Esso & Son Ltd.",,"15",,,"Retail Trade","7097542402","NL","750000","Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"A1M2L6","-52.850933","47.627407"
13379,"Trinity conception sq","Carbonear","San Francisco Gifts","Kim Gosse","5 to 9",,"F","Retail Trade","7095962115","NL","$500,000 to $1 million","Miscellaneous Retail","5947","Gift, novelty, and souvenir shop","Manager",,,,,,,,,,,,,,,,"A1Y1B3","-53.238525","47.726891"
13380,"42 ropewalk lane","St. john's","Head Shoppe","Peter Mahoney","1 to 4",,"M","Services","7095763800","NL","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"A1E5T2","-52.734966","47.555255"
13381,"138 hamilton river rd","Happy valley-goose b","Satin Secrets Lingerie","Isabelle Broomfield","2",,,"Retail Trade","7098962110","NL","624000","Apparel and Accessory Stores","5621","Women's clothing stores","Owner",,,,,,,,,,,,,,,,"A0P1C0","-60.365789","53.310391"
13382,,"Terrenceville","Fewer's Ambulance Svc",,"1 to 4",,,"Transportation, Communications, Electric, Gas, An","7096622121","NL","Less than $500,000","Local, Suburban Transit & Interurbn Hgwy Passenge","4119","Local passenger transportation, nec",,,,,,,,,,,,,,,,,"A0E2X0","-54.724323","47.663029"
13383,"56 manitoba dr","Clarenville","Pathways Consulting",,"5 to 9",,,"Services","7094668484","NL","$500,000 to $1 million","Health Services","8049","Offices of health practitioner",,,,,,,,,,,,,,,,,"A0E1J0","-53.980723","48.165689"
13384,"12a mayor ave","Deer lake","Joan's Confectionary & Grocery","Joan Wilton","1 to 4",,"F","Retail Trade","7096355759","NL","Less than $500,000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A8A1T1","-57.416963","49.174810"
13385,"201-294 freshwater rd","St. john's","Certified General Accountants","Debra Feltham","3","7095790838",,"Services","7095791863","NL","750000","Engineering, Accounting, Research, Management & R","8721","Accounting, auditing, and bookkeeping","President",,,,,,,,,,,,,,,,"A1B1C1","-52.740834","47.563138"
13386,"1 stentaford ave","Pasadena","Guardian Building Product Dist.","Daisy Coombs","7","7096862800",,"Manufacturing","7096862095","NL","3500000","Fabricated Metal Prdcts, Except Machinery & Trans","3442","Metal doors, sash, and trim","Manager",,,,,,,,,,,,,,,,"A0L1K0","-57.598741","49.012935"
13387,"1 church hill","St. john's","Gittens & Assoc","Ernest Gittens","10 to 19",,"M","Services","7095798424","NL","$1 to 2.5 million","Legal Services","8111","Legal services","Partner",,,,,,,,,,,,,,,,"A1C3Z7","-52.707837","47.564520"
13388,"835 topsail rd","Mount pearl","Royal Touch","Mary Hayden","1 to 4",,"F","Retail Trade","7097474560","NL","$500,000 to $1 million","Apparel and Accessory Stores","5621","Women's clothing stores","Owner",,,,,,,,,,,,,,,,"A1N3J6","-52.800529","47.523729"
13389,"Main st","Baie verte","Clip & Curl","Rex Newbury","1 to 4",,"M","Services","7095328000","NL","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"A0K1B0","-56.202814","49.932700"
13390,"Goose cove","Port rexton","D & S Marine Fiberglassing","Scott Hurdle",,,,"Services","7094642450","NL",,"Miscellaneous Repair Services","7692","Welding repair","Owner",,,,,,,,,,,,,,,,"A0C2H0","-53.329247","48.390422"
13391,"45 water st suite a","Isle-aux-morts","M. & R. Convenience","Marilyn Crowell","3",,,"Retail Trade","7096983579","NL","975000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0M1J0","-58.974936","47.584858"
13392,"176 mcgettigan blvd","Marystown","Curves","Marg Connolly","3",,,"Services","7092795515","NL","500000","Amusement and Recreation Services","7991","Physical fitness facilities","Owner",,,,,,,,,,,,,,,,"A0E2M0","-55.161325","47.164971"
13393,"Po box 12","Hawkes bay","D & D Repair",,,,,"Services",,"NL",,"Automotive Repair, Services and Parking","7538","General automotive repair shops",,,,,,,,,,,,,,,,,"A0K3B0","-57.171218","50.606410"
13394,"1 terra nova rd","Baie verte","Emerald Zone Corp","Lezlee Hutchings","1 to 4","7095324781","F","Services","7095324066","NL","Less than $500,000","Engineering, Accounting, Research, Management & R","8748","Business consulting, nec","Manager",,,,,,,,,,,,,,,,"A0K1B0","-56.202814","49.932700"
13395,"1b lower town site","Milltown","Terrence Hickey & Associates",,,,,"Services",,"NL",,"Engineering, Accounting, Research, Management & R","8742","Management consulting services",,,,,,,,,,,,,,,,,"A0H1W0","-55.751478","47.911715"
13396,"1 reid st","Channel-port-aux-bas","Spencers Esso Ltd.","Frank Spencer","4",,,"Retail Trade","7096952261","NL","2442000","Automotive Dealers and Gasoline Service Stations","5541","Gasoline service stations","Owner",,,,,,,,,,,,,,,,"A0M1C0","-59.148035","47.573736"
13397,"282 airport blvd","Gander","Trans Canada Credit Corp","Justin Gillard","5 to 9","7092563655","M","Finance, Insurance, And Real Estate","7092564031","NL",,"Nondepository Credit Institutions","6141","Personal credit institutions","Manager",,,,,,,,,,,,,,,,"A1V1X5","-54.601822","48.954088"
13398,"Po box 1222","Bell island","Wabana Electric","Gerald Brazil",,,,"Construction","7094883277","NL",,"Construction - Special Trade Contractors","1731","Electrical work","Owner",,,,,,,,,,,,,,,,"A0A4H0","-52.947131","47.641388"
13399,"Trans canada hwy","Grand falls-windsor","Thunderland Amsuement Park","Frank Saunders","1 to 4",,"M","Services","7094893899","NL","Less than $500,000","Amusement and Recreation Services","7996","Amusement parks","Owner",,,,,,,,,,,,,,,,,\N,\N
13400,"62 elizabeth dr #c","Gander","Mast, Meino Dds","Meino Mast","1 to 4",,"M","Services","7092567400","NL","$500,000 to $1 million","Health Services","8021","Offices and clinics of dentists",,,,,,,,,,,,,,,,,"A1V2S3","-54.604267","48.957577"
13401,"377 empire ave","St. john's","Dominion Recycling Ltd","Derm Power","5 to 9","7097536136","M","Wholesale Trade","7097536158","NL","$5 to 10 million","Wholesale Trade - Durable Goods","5093","Scrap and waste materials","Owner",,,,,,,,,,,,,,,,"A1C5M5","-52.715969","47.547449"
13402,"Main st","Aguathuna","Cole's Service Ctr & Parts","Wayne Cole","1 to 4",,"M","Services","7096482444","NL","Less than $500,000","Automotive Repair, Services and Parking","7538","General automotive repair shops","Owner",,,,,,,,,,,,,,,,"A0N1A0","-58.768916","48.554651"
13403,"Con bay hwy","Bay roberts","Powell, C N Md","C Powell","1 to 4",,"U","Services","7097863390","NL","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"A0A1G0","-53.268328","47.590798"
13404,,"Milltown","Bay D' Espoir Seniors Care",,"15",,,"Services","7098822407","NL","921000","Health Services","8059","Nursing and personal care, nec",,,,,,,,,,,,,,,,,"A0H1W0","-55.751478","47.911715"
13405,"50 mundy pond rd","St. john's","Chess Snacks Ltd.","Steve Sparkes","15","7096353869",,"Wholesale Trade","7098348996","NL","35000000","Wholesale Trade - Durable Goods","5043","Photographic equipment and supplies","Owner",,,,,,,,,,,,,,,,"A1E1V1","-52.740691","47.552380"
13406,"106 carolina ave","Stephenville","Sears Canada Inc","Andrew Alexander","1 to 4",,"M","Retail Trade","7096435117","NL","$500,000 to $1 million","Miscellaneous Retail","5961","Catalog and mail-order houses","Owner",,,,,,,,,,,,,,,,"A2N2S4","-58.560657","48.551236"
13407,"Po box 254","Hpy-vly-goose","The Shoe Shop",,,,,"Retail Trade",,"NL",,"Apparel and Accessory Stores","5661","Shoe stores",,,,,,,,,,,,,,,,,"A0P1C0","-60.365789","53.310391"
13408,"9 cherrywood dr","Happy valley-goose b","Switch Electrical","Sandy Connors","7","7098962022",,"Construction","7098961757","NL","1500000","Construction - Special Trade Contractors","1731","Electrical work","Owner",,,,,,,,,,,,,,,,"A0P1C0","-60.365789","53.310391"
13409,"Po box 75","St. anthony","Coffee Cup","Wanda Hughes","3",,,"Retail Trade","7094543010","NL","158000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"A0K4S0","-55.584753","51.366595"
13410,"83 military rd","St. john's","Hammer & Nails Project","Jane Robinson","1 to 4","7097533817","F","Services","7097532820","NL",,"Membership Organizations","8699","Membership organizations, nec","Manager",,,,,,,,,,,,,,,,"A1C2C8","-52.706494","47.570614"
13411,"1 maple dr","Paradise","Mc Namara Construction Co.","John Mulcahy","35","7097823611",,"Construction","7097823800","NL","7500000","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction","President",,,,,,,,,,,,,,,,"A1L1B6","-52.837565","47.538551"
13412,"Burnt point","Burnt point bdv","Milley's Convenience & Gas Bar","Roy Milley","1 to 4",,"M","Retail Trade","7095843113","NL","$500,000 to $1 million","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0A1M0","-53.040724","47.958200"
13413,"Po box 40","Trinity tb","Twl Enterprises Ltd","Wilson Vokey","20 to 49","7094642001","M","Transportation, Communications, Electric, Gas, An","7094642013","NL","$5 to 10 million","Water Transportation","4493","Marinas","Manager",,,,,,,,,,,,,,,,"A0C2S0","-55.770676","47.095425"
13414,"40 golf ave","St. john's","Childrens Centre Assn","Diane Angel","1 to 4",,"F","Services","7095799053","NL","Less than $500,000","Social Services","8351","Child day care services","Executive Director",,,,,,,,,,,,,,,,"A1C5C8","-52.724443","47.558706"
13415,"390 topsail rd","St. john's","Canadian Tire Assoc Stores",,"5 to 9",,,"Retail Trade","7093645880","NL","$1 to 2.5 million","Automotive Dealers and Gasoline Service Stations","5531","Auto and home supply stores",,,,,,,,,,,,,,,,,"A1E2B8","-52.745747","47.535081"
13416,"Redcliff","Grand falls-windsor","Central Fabricators & Mchnsts",,"1 to 4",,,"Services","7094890704","NL","Less than $500,000","Miscellaneous Repair Services","7692","Welding repair",,,,,,,,,,,,,,,,,,\N,\N
13417,,"Davis inlet","White's Variety Ltd",,"1 to 4",,,"Retail Trade","7094788708","NL","$1 to 2.5 million","General Merchandise Stores","5399","Miscellaneous general merchandise stores",,,,,,,,,,,,,,,,,"A0P1A0","-61.111837","55.910799"
13418,"3 pine st","Springdale","Ionex Limited","Ross Burton","1 to 4",,"M","Mining","7096733228","NL","Less than $500,000","Metal Mining","1081","Metal mining services","Owner",,,,,,,,,,,,,,,,"A0J1T0","-56.063051","49.502378"
13419,"8 hardy ave","Grand falls-windsor","Nf Securities Comm","Paul Evans","7",,,"Services","7097220556","NL","750000","Motion Pictures","7841","Video tape rental","Owner",,,,,,,,,,,,,,,,"A2A2P9","-55.642894","48.952800"
13420,"Po box 117","Torbay","District Drugs Ltd",,,,,"Retail Trade",,"NL",,"Miscellaneous Retail","5912","Drug stores and proprietary stores",,,,,,,,,,,,,,,,,"A1K1E2","-52.735431","47.657916"
13421,"30 st. anne's cres","Paradise","Petroleum Transport","Greg Rice","20 to 49","7097821155","M","Transportation, Communications, Electric, Gas, An","7097820291","NL","$2.5 to 5 million","Motor Freight Transportation","4213","Trucking, except local","Owner",,,,,,,,,,,,,,,,"A1L1K1","-52.840504","47.531387"
13422,"Po box 209","Pasadena","Bishops Grocery & Convenience Ltd.",,,,,"Retail Trade",,"NL",,"Food Stores","5411","Grocery stores",,,,,,,,,,,,,,,,,"A0L1K0","-57.598741","49.012935"
13423,"6 bayley st","Grnd-falls-wi","Mercers Distributors Ltd",,,,,"Retail Trade",,"NL",,"Miscellaneous Retail","5921","Liquor stores",,,,,,,,,,,,,,,,,"A2A2T5","-55.648028","48.947844"
13424,,"Moretons harbour","Salvation Army Church",,,,,"Services","7096842413","NL",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"A0G3H0","-54.808201","49.526949"
13425,"68 elizabeth dr","Gander","Scotiabank","Allister Powell","20 to 49","7092562768","M","Finance, Insurance, And Real Estate","7092561500","NL","$5 to 10 million","Depository Institutions","6021","National commercial banks","Manager",,,,,,,,,,,,,,,,"A1V1J8","-54.608867","48.955697"
13426,"4011 harrie lake dr","Labrador city","Carters Kayak & Paddle",,"1 to 4",,,"Services","7099443610","NL","Less than $500,000","Amusement and Recreation Services","7999","Amusement and recreation, nec",,,,,,,,,,,,,,,,,"A2V2S1","-66.947657","52.936005"
13427,,"Ferryland","Newfoundland Business",,,"7094323056",,"Public Administration","7094323024","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"A0A2H0","-52.887613","47.027002"
